	GT1	GT10	GT11	GT12	GT13	GT14	GT15	GT16	GT17	GT18	GT2	GT3	GT4	GT5	GT6	GT7	GT8	GT9	HHM1	HHM10	HHM11	HHM12	HHM13	HHM14	HHM15	HHM16	HHM17	HHM18	HHM2	HHM3	HHM4	HHM5	HHM6	HHM7	HHM8	HHM9
ASV_294	123	8	0	43	2	22	0	10	0	0	0	0	0	14	0	0	10	8	0	5	0	0	0	73	0	136	18	136	0	0	0	51	0	0	0	28
ASV_344	4	23	0	42	153	83	0	7	0	0	0	0	0	85	0	0	67	61	0	37	0	0	0	5	0	68	23	12	0	0	0	17	0	0	0	0
ASV_369	1	65	0	54	167	24	0	21	0	0	0	0	0	35	0	0	48	93	0	53	0	0	0	1	0	31	55	7	0	0	0	22	0	0	0	10
ASV_297	1	3	0	57	42	66	0	7	0	0	0	0	0	46	0	0	35	113	0	33	0	0	0	2	0	47	209	3	0	0	0	19	0	0	0	1
ASV_319	11	42	0	30	33	25	0	44	0	0	0	0	0	150	0	0	56	116	0	18	0	0	0	5	0	35	16	26	0	0	0	16	0	0	0	58
ASV_401	3	26	0	89	38	73	0	43	0	0	0	0	0	62	0	0	52	142	0	38	0	0	0	5	0	49	40	6	0	0	0	7	0	0	0	7
ASV_320	2	8	0	38	86	29	0	7	0	0	0	0	0	76	0	0	36	118	0	101	0	0	0	1	0	53	112	4	0	0	0	3	0	0	0	4
ASV_395	0	106	0	20	108	52	0	4	0	0	0	0	0	53	0	0	43	142	0	52	0	0	0	0	0	70	20	1	0	0	0	0	0	0	0	6
ASV_329	64	36	0	45	28	29	0	123	0	0	0	0	0	55	0	0	15	46	0	33	0	0	0	53	0	49	17	42	0	0	0	5	0	0	0	34
ASV_419	16	16	0	55	43	30	0	180	0	0	0	0	0	27	0	0	25	123	0	32	0	0	0	10	0	26	31	16	0	0	0	18	0	0	0	26
ASV_550	11	1	0	84	23	269	0	2	0	0	0	0	0	0	0	0	0	213	0	2	0	0	0	2	0	28	30	3	0	0	0	0	0	0	0	4
ASV_368	8	85	0	39	5	4	0	99	0	0	0	0	0	317	0	0	28	14	0	4	0	0	0	2	0	31	11	9	0	0	0	1	0	0	0	13
ASV_353	78	7	0	46	14	14	0	37	0	0	0	0	0	3	0	0	5	112	0	3	0	0	0	29	0	39	26	109	0	0	0	47	0	0	0	98
ASV_315	0	6	0	92	127	52	0	10	0	0	0	0	0	37	0	0	25	114	0	36	0	0	0	2	0	90	32	13	0	0	0	29	0	0	0	1
ASV_341	18	12	0	102	98	92	0	27	0	0	0	0	0	40	0	0	38	23	0	62	0	0	0	13	0	31	77	14	0	0	0	13	0	0	0	5
ASV_336	38	24	0	81	0	2	0	9	0	0	0	0	0	127	0	0	20	0	0	22	0	0	0	68	0	174	3	90	0	0	0	0	0	0	0	5
ASV_382	25	4	0	62	131	18	0	2	0	0	0	0	0	23	0	0	12	84	0	14	0	0	0	11	0	55	69	69	0	0	0	35	0	0	0	49
ASV_376	12	0	0	178	77	0	0	1	0	0	0	0	0	2	0	0	4	131	0	4	0	0	0	4	0	46	16	110	0	0	0	6	0	0	0	69
ASV_12789	196	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	262	0	22	3	116	0	0	0	2	0	0	0	19
ASV_394	33	17	0	81	24	37	0	66	0	0	0	0	0	70	0	0	15	71	0	22	0	0	0	37	0	67	26	37	0	0	0	5	0	0	0	44
ASV_1065	34	18	0	5	3	19	0	259	0	0	0	0	0	4	0	0	1	13	0	3	0	0	0	33	0	2	1	21	0	0	0	17	0	0	0	216
ASV_323	5	6	0	62	87	69	0	29	0	0	0	0	0	49	0	0	23	171	0	30	0	0	0	10	0	42	50	6	0	0	0	2	0	0	0	6
ASV_337	7	5	0	68	48	63	0	3	0	0	0	0	0	57	0	0	40	83	0	44	0	0	0	12	0	109	94	9	0	0	0	2	0	0	0	0
ASV_381	6	29	0	29	71	27	0	2	0	0	0	0	0	134	0	0	85	67	0	31	0	0	0	1	0	64	43	11	0	0	0	38	0	0	0	1
ASV_383	75	5	0	44	16	22	0	28	0	0	0	0	0	12	0	0	6	122	0	9	0	0	0	40	0	17	26	76	0	0	0	98	0	0	0	42
ASV_398	85	10	0	88	9	25	0	14	0	0	0	0	0	13	0	0	7	38	0	4	0	0	0	92	0	63	21	90	0	0	0	60	0	0	0	19
ASV_367	39	38	0	58	26	25	0	64	0	0	0	0	0	110	0	0	26	74	0	20	0	0	0	27	0	62	19	21	0	0	0	5	0	0	0	23
ASV_399	6	30	0	69	31	58	0	41	0	0	0	0	0	87	0	0	49	86	0	41	0	0	0	10	0	50	27	27	0	0	0	6	0	0	0	18
ASV_423	114	17	0	13	8	25	0	62	0	0	0	0	0	33	0	0	10	17	0	5	0	0	0	113	0	29	20	37	0	0	0	16	0	0	0	117
ASV_414	23	53	0	71	16	34	0	43	0	0	0	0	0	96	0	0	62	22	0	58	0	0	0	11	0	60	14	26	0	0	0	5	0	0	0	33
ASV_447	21	1	0	263	34	6	0	5	0	0	0	0	0	0	0	0	1	70	0	0	0	0	0	15	0	22	17	110	0	0	0	24	0	0	0	38
ASV_392	2	117	0	37	94	5	0	15	0	0	0	0	0	25	0	0	153	19	0	88	0	0	0	0	0	11	36	8	0	0	0	13	0	0	0	2
ASV_391	85	10	0	31	4	57	0	12	0	0	0	0	0	48	0	0	48	17	0	19	0	0	0	46	0	60	19	81	0	0	0	75	0	0	0	12
ASV_432	54	22	0	54	28	53	0	103	0	0	0	0	0	26	0	0	25	26	0	19	0	0	0	43	0	78	42	18	0	0	0	5	0	0	0	28
ASV_425	11	11	0	23	11	12	0	404	0	0	0	0	0	4	0	0	9	54	0	4	0	0	0	3	0	10	14	21	0	0	0	2	0	0	0	29
ASV_375	6	22	0	64	88	68	0	18	0	0	0	0	0	66	0	0	54	90	0	24	0	0	0	6	0	49	45	12	0	0	0	5	0	0	0	2
ASV_379	102	28	0	179	0	6	0	4	0	0	0	0	0	23	0	0	10	18	0	12	0	0	0	65	0	94	1	35	0	0	0	2	0	0	0	40
ASV_346	1	3	0	60	76	47	0	7	0	0	0	0	0	46	0	0	58	96	0	43	0	0	0	3	0	51	104	5	0	0	0	9	0	0	0	4
ASV_397	92	22	0	18	1	4	0	117	0	0	0	0	0	26	0	0	14	11	0	2	0	0	0	73	0	21	7	28	0	0	0	31	0	0	0	146
ASV_442	75	25	0	79	5	18	0	28	0	0	0	0	0	27	0	0	11	66	0	7	0	0	0	62	0	79	14	69	0	0	0	33	0	0	0	13
ASV_19225	8	1	0	19	89	71	0	30	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	11	0	18	16	94	0	0	0	226	0	0	0	18
ASV_333	244	3	0	7	3	7	0	15	0	0	0	0	0	7	0	0	9	26	0	2	0	0	0	61	0	25	23	127	0	0	0	7	0	0	0	43
ASV_388	3	2	0	62	96	47	0	8	0	0	0	0	0	46	0	0	49	84	0	84	0	0	0	2	0	47	68	3	0	0	0	3	0	0	0	5
ASV_459	112	17	0	30	3	27	0	62	0	0	0	0	0	15	0	0	16	25	0	12	0	0	0	62	0	54	11	40	0	0	0	11	0	0	0	109
ASV_386	0	0	0	33	22	4	0	2	0	0	0	0	0	8	0	0	15	12	0	2	0	0	0	0	0	4	501	0	0	0	0	2	0	0	0	0
ASV_362	0	59	0	63	75	143	0	8	0	0	0	0	0	13	0	0	55	19	0	30	0	0	0	0	0	77	38	13	0	0	0	6	0	0	0	5
ASV_406	21	10	0	33	47	106	0	2	0	0	0	0	0	53	0	0	67	37	0	20	0	0	0	11	0	35	135	10	0	0	0	10	0	0	0	6
ASV_434	101	13	0	49	14	28	0	49	0	0	0	0	0	23	0	0	8	76	0	12	0	0	0	67	0	40	21	31	0	0	0	11	0	0	0	60
ASV_418	0	0	0	13	152	185	0	11	0	0	0	0	0	18	0	0	49	35	0	45	0	0	0	0	0	29	64	0	0	0	0	0	0	0	0	1
ASV_483	96	1	0	33	3	4	0	2	0	0	0	0	0	5	0	0	5	11	0	3	0	0	0	75	0	15	17	166	0	0	0	142	0	0	0	20
ASV_393	46	23	0	24	29	32	0	108	0	0	0	0	0	51	0	0	13	48	0	26	0	0	0	36	0	46	43	37	0	0	0	4	0	0	0	27
ASV_585	0	90	0	57	83	72	0	20	0	0	0	0	0	40	0	0	30	51	0	44	0	0	0	1	0	38	37	9	0	0	0	7	0	0	0	11
ASV_384	73	30	0	16	4	27	0	124	0	0	0	0	0	20	0	0	7	30	0	4	0	0	0	60	0	45	12	71	0	0	0	13	0	0	0	53
ASV_400	32	6	0	84	17	90	0	20	0	0	0	0	0	27	0	0	28	14	0	37	0	0	0	30	0	80	48	42	0	0	0	29	0	0	0	4
ASV_351	1	9	0	89	164	103	0	3	0	0	0	0	0	6	0	0	17	18	0	16	0	0	0	0	0	48	61	1	0	0	0	47	0	0	0	0
ASV_387	1	11	0	71	96	48	0	34	0	0	0	0	0	81	0	0	17	54	0	20	0	0	0	2	0	41	85	9	0	0	0	5	0	0	0	7
ASV_424	0	20	0	63	143	105	0	5	0	0	0	0	0	23	0	0	34	62	0	30	0	0	0	1	0	47	45	1	0	0	0	3	0	0	0	0
ASV_377	45	55	0	13	0	24	0	57	0	0	0	0	0	27	0	0	35	6	0	11	0	0	0	37	0	21	5	10	0	0	0	9	0	0	0	224
ASV_445	57	6	0	62	5	13	0	12	0	0	0	0	0	8	0	0	4	44	0	3	0	0	0	42	0	40	16	154	0	0	0	35	0	0	0	78
ASV_408	0	72	0	66	156	32	0	1	0	0	0	0	0	21	0	0	29	56	0	18	0	0	0	0	0	100	25	1	0	0	0	0	0	0	0	1
ASV_420	100	17	0	39	17	13	0	105	0	0	0	0	0	21	0	0	16	11	0	7	0	0	0	71	0	31	8	59	0	0	0	9	0	0	0	48
ASV_462	1	54	0	13	64	13	0	1	0	0	0	0	0	49	0	0	145	63	0	54	0	0	0	0	0	57	46	4	0	0	0	0	0	0	0	7
ASV_407	133	9	0	49	4	32	0	15	0	0	0	0	0	5	0	0	3	23	0	1	0	0	0	91	0	22	46	96	0	0	0	19	0	0	0	16
ASV_451	162	2	0	37	0	10	0	30	0	0	0	0	0	3	0	0	9	5	0	1	0	0	0	80	0	22	16	103	0	0	0	44	0	0	0	31
ASV_435	16	39	0	40	34	52	0	23	0	0	0	0	0	43	0	0	52	17	0	21	0	0	0	19	0	73	76	35	0	0	0	7	0	0	0	7
ASV_469	51	23	0	47	15	20	0	77	0	0	0	0	0	47	0	0	18	29	0	16	0	0	0	28	0	74	17	31	0	0	0	7	0	0	0	51
ASV_479	112	16	0	31	5	43	0	67	0	0	0	0	0	19	0	0	18	9	0	4	0	0	0	76	0	37	13	49	0	0	0	4	0	0	0	47
ASV_532	2	99	0	119	92	20	0	24	0	0	0	0	0	15	0	0	31	1	0	39	0	0	0	4	0	37	53	5	0	0	0	4	0	0	0	5
ASV_448	12	14	0	45	48	63	0	4	0	0	0	0	0	64	0	0	45	41	0	24	0	0	0	5	0	58	34	28	0	0	0	54	0	0	0	8
ASV_467	0	81	0	20	69	47	0	9	0	0	0	0	0	38	0	0	90	57	0	53	0	0	0	1	0	40	21	2	0	0	0	5	0	0	0	10
ASV_415	5	13	0	54	20	37	0	7	0	0	0	0	0	81	0	0	83	64	0	54	0	0	0	6	0	35	63	16	0	0	0	2	0	0	0	0
ASV_637	0	253	0	24	52	27	0	3	0	0	0	0	0	21	0	0	64	10	0	25	0	0	0	1	0	17	35	2	0	0	0	5	0	0	0	1
ASV_476	112	3	0	24	2	24	0	47	0	0	0	0	0	13	0	0	10	7	0	6	0	0	0	74	0	18	19	74	0	0	0	29	0	0	0	76
ASV_581	0	452	0	22	18	6	0	2	0	0	0	0	0	0	0	0	22	2	0	3	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0
ASV_654	150	14	0	55	11	51	0	18	0	0	0	0	0	21	0	0	3	13	0	10	0	0	0	42	0	31	25	45	0	0	0	33	0	0	0	12
ASV_472	4	19	0	93	55	40	0	12	0	0	0	0	0	34	0	0	65	58	0	58	0	0	0	2	0	17	45	17	0	0	0	5	0	0	0	7
ASV_514	57	43	0	32	4	8	0	94	0	0	0	0	0	44	0	0	32	7	0	23	0	0	0	32	0	36	6	32	0	0	0	2	0	0	0	79
ASV_463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	518
ASV_464	24	30	0	46	1	12	0	25	0	0	0	0	0	210	0	0	20	4	0	13	0	0	0	44	0	50	8	24	0	0	0	0	0	0	0	16
ASV_499	49	7	0	54	11	14	0	45	0	0	0	0	0	27	0	0	4	34	0	3	0	0	0	47	0	102	11	54	0	0	0	17	0	0	0	48
ASV_489	0	5	0	31	48	376	0	3	0	0	0	0	0	2	0	0	2	7	0	1	0	0	0	0	0	33	13	2	0	0	0	0	0	0	0	2
ASV_548	30	14	0	127	7	14	0	12	0	0	0	0	0	151	0	0	10	5	0	13	0	0	0	35	0	52	6	25	0	0	0	6	0	0	0	17
ASV_484	1	8	0	43	41	71	0	10	0	0	0	0	0	36	0	0	65	102	0	35	0	0	0	2	0	54	48	2	0	0	0	2	0	0	0	3
ASV_461	54	4	0	61	19	19	0	71	0	0	0	0	0	14	0	0	8	91	0	8	0	0	0	22	0	47	19	26	0	0	0	12	0	0	0	46
ASV_474	0	21	0	66	152	93	0	6	0	0	0	0	0	13	0	0	3	18	0	8	0	0	0	0	0	107	20	4	0	0	0	9	0	0	0	1
ASV_662	0	14	0	26	64	53	0	4	0	0	0	0	0	54	0	0	80	38	0	62	0	0	0	0	0	67	51	4	0	0	0	1	0	0	0	2
ASV_440	13	5	0	14	33	41	0	4	0	0	0	0	0	36	0	0	17	71	0	60	0	0	0	7	0	17	177	5	0	0	0	14	0	0	0	5
ASV_698	33	25	0	41	3	20	0	89	0	0	0	0	0	95	0	0	17	13	0	18	0	0	0	34	0	64	9	11	0	0	0	5	0	0	0	41
ASV_523	2	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	499	0	0	0	0
ASV_527	116	8	0	33	7	24	0	23	0	0	0	0	0	11	0	0	5	24	0	5	0	0	0	86	0	22	25	67	0	0	0	34	0	0	0	26
ASV_26780	8	0	0	23	15	10	0	5	0	0	0	0	0	15	0	0	10	19	0	10	0	0	0	10	0	19	182	86	0	0	0	69	0	0	0	34
ASV_541	0	72	0	17	45	11	0	22	0	0	0	0	0	28	0	0	146	12	0	86	0	0	0	0	0	11	43	5	0	0	0	13	0	0	0	4
ASV_643	51	32	0	37	6	4	0	72	0	0	0	0	0	16	0	0	17	10	0	8	0	0	0	48	0	50	9	44	0	0	0	11	0	0	0	100
ASV_460	39	6	0	73	5	46	0	3	0	0	0	0	0	19	0	0	7	69	0	13	0	0	0	15	0	70	64	44	0	0	0	36	0	0	0	5
ASV_443	0	94	0	27	58	90	0	3	0	0	0	0	0	5	0	0	74	20	0	21	0	0	0	0	0	30	85	0	0	0	0	4	0	0	0	1
ASV_580	20	17	0	61	27	51	0	34	0	0	0	0	0	126	0	0	25	30	0	25	0	0	0	16	0	19	27	11	0	0	0	12	0	0	0	9
ASV_473	71	6	0	22	3	21	0	33	0	0	0	0	0	10	0	0	9	3	0	2	0	0	0	54	0	56	7	51	0	0	0	28	0	0	0	133
ASV_494	12	3	0	55	57	32	0	5	0	0	0	0	0	36	0	0	31	50	0	11	0	0	0	13	0	72	89	10	0	0	0	23	0	0	0	10
ASV_623	1	4	0	19	149	35	0	2	0	0	0	0	0	49	0	0	23	75	0	34	0	0	0	0	0	34	69	8	0	0	0	4	0	0	0	3
ASV_553	2	32	0	22	78	12	0	2	0	0	0	0	0	73	0	0	55	44	0	51	0	0	0	0	0	45	80	1	0	0	0	0	0	0	0	8
ASV_716	7	0	0	43	3	2	0	3	0	0	0	0	0	3	0	0	0	41	0	5	0	0	0	4	0	9	2	33	0	0	0	7	0	0	0	343
ASV_678	50	12	0	48	6	19	0	31	0	0	0	0	0	36	0	0	16	42	0	12	0	0	0	48	0	46	31	37	0	0	0	19	0	0	0	51
ASV_515	3	30	0	40	34	67	0	8	0	0	0	0	0	58	0	0	50	85	0	16	0	0	0	4	0	21	28	11	0	0	0	41	0	0	0	7
ASV_534	33	3	0	47	12	46	0	14	0	0	0	0	0	73	0	0	29	28	0	23	0	0	0	33	0	90	51	9	0	0	0	7	0	0	0	5
ASV_521	1	62	0	29	99	17	0	10	0	0	0	0	0	44	0	0	65	64	0	55	0	0	0	0	0	29	21	3	0	0	0	1	0	0	0	2
ASV_600	61	1	0	75	10	61	0	8	0	0	0	0	0	7	0	0	0	81	0	1	0	0	0	21	0	26	21	86	0	0	0	37	0	0	0	6
ASV_478	0	19	0	94	83	48	0	20	0	0	0	0	0	31	0	0	16	90	0	13	0	0	0	1	0	33	44	5	0	0	0	3	0	0	0	0
ASV_610	15	29	0	19	9	9	0	78	0	0	0	0	0	138	0	0	13	23	0	7	0	0	0	9	0	57	5	40	0	0	0	8	0	0	0	41
ASV_509	95	4	0	30	5	13	0	15	0	0	0	0	0	3	0	0	5	40	0	2	0	0	0	48	0	13	7	85	0	0	0	85	0	0	0	49
ASV_549	47	32	0	60	1	18	0	12	0	0	0	0	0	33	0	0	32	10	0	15	0	0	0	65	0	28	10	47	0	0	0	41	0	0	0	48
ASV_579	10	25	0	41	8	2	0	85	0	0	0	0	0	120	0	0	13	8	0	19	0	0	0	38	0	33	5	61	0	0	0	5	0	0	0	26
ASV_596	91	15	0	19	3	18	0	63	0	0	0	0	0	21	0	0	15	18	0	3	0	0	0	80	0	35	9	32	0	0	0	9	0	0	0	67
ASV_667	24	12	0	44	53	102	0	14	0	0	0	0	0	19	0	0	18	24	0	12	0	0	0	16	0	82	17	20	0	0	0	38	0	0	0	3
ASV_520	8	8	0	25	92	91	0	13	0	0	0	0	0	41	0	0	52	63	0	16	0	0	0	1	0	39	37	4	0	0	0	3	0	0	0	4
ASV_516	11	7	0	102	42	81	0	28	0	0	0	0	0	11	0	0	11	28	0	9	0	0	0	5	0	49	40	37	0	0	0	33	0	0	0	2
ASV_438	172	3	0	54	12	25	0	3	0	0	0	0	0	4	0	0	6	12	0	3	0	0	0	89	0	9	8	65	0	0	0	26	0	0	0	4
ASV_544	51	11	0	38	18	19	0	40	0	0	0	0	0	27	0	0	19	47	0	22	0	0	0	28	0	49	27	41	0	0	0	14	0	0	0	42
ASV_545	0	24	0	88	10	30	0	5	0	0	0	0	0	18	0	0	26	178	0	13	0	0	0	0	0	24	45	1	0	0	0	29	0	0	0	2
ASV_535	0	82	0	20	70	9	0	18	0	0	0	0	0	20	0	0	111	25	0	64	0	0	0	1	0	15	46	5	0	0	0	4	0	0	0	2
ASV_560	9	17	0	46	35	50	0	13	0	0	0	0	0	44	0	0	29	110	0	28	0	0	0	5	0	41	46	6	0	0	0	2	0	0	0	10
ASV_547	83	0	0	41	6	14	0	7	0	0	0	0	0	13	0	0	18	40	0	7	0	0	0	35	0	24	31	85	0	0	0	46	0	0	0	40
ASV_518	2	0	0	190	20	11	0	1	0	0	0	0	0	0	0	0	2	65	0	5	0	0	0	2	0	2	168	10	0	0	0	8	0	0	0	3
ASV_628	4	5	0	38	9	73	0	0	0	0	0	0	0	8	0	0	9	49	0	9	0	0	0	4	0	20	22	48	0	0	0	187	0	0	0	3
ASV_1090	53	25	0	20	8	30	0	114	0	0	0	0	0	20	0	0	18	15	0	19	0	0	0	59	0	27	10	25	0	0	0	3	0	0	0	41
ASV_751	18	7	0	105	67	42	0	32	0	0	0	0	0	34	0	0	12	25	0	7	0	0	0	11	0	40	49	18	0	0	0	16	0	0	0	4
ASV_809	3	2	0	3	33	134	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	2	0	0	0	0	293	0	0	0	3
ASV_506	0	2	0	30	53	150	0	1	0	0	0	0	0	10	0	0	23	39	0	14	0	0	0	2	0	43	9	13	0	0	0	94	0	0	0	1
ASV_528	70	10	0	18	0	46	0	8	0	0	0	0	0	27	0	0	46	45	0	5	0	0	0	51	0	38	4	57	0	0	0	37	0	0	0	22
ASV_488	99	3	0	86	5	47	0	4	0	0	0	0	0	13	0	0	25	16	0	6	0	0	0	29	0	12	56	26	0	0	0	48	0	0	0	7
ASV_1141	2	29	0	35	41	23	0	42	0	0	0	0	0	46	0	0	26	109	0	30	0	0	0	3	0	32	51	2	0	0	0	2	0	0	0	7
ASV_12508	0	0	0	44	328	29	0	1	0	0	0	0	0	1	0	0	0	19	0	1	0	0	0	0	0	31	25	0	0	0	0	0	0	0	0	0
ASV_551	74	14	0	76	1	14	0	19	0	0	0	0	0	72	0	0	11	2	0	12	0	0	0	79	0	34	11	28	0	0	0	11	0	0	0	21
ASV_595	1	0	0	6	33	299	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	4	34	14	0	0	0	81	0	0	0	0
ASV_530	13	18	0	33	48	14	0	100	0	0	0	0	0	45	0	0	48	31	0	18	0	0	0	12	0	42	25	14	0	0	0	3	0	0	0	14
ASV_657	13	17	0	22	28	20	0	42	0	0	0	0	0	21	0	0	25	127	0	41	0	0	0	15	0	42	42	4	0	0	0	8	0	0	0	10
ASV_561	1	13	0	15	54	9	0	4	0	0	0	0	0	40	0	0	79	82	0	94	0	0	0	0	0	42	31	3	0	0	0	0	0	0	0	8
ASV_533	117	14	0	19	0	2	0	19	0	0	0	0	0	9	0	0	1	2	0	4	0	0	0	145	0	7	3	20	0	0	0	0	0	0	0	110
ASV_737	1	1	0	226	64	6	0	0	0	0	0	0	0	1	0	0	0	68	0	2	0	0	0	4	0	7	75	14	0	0	0	3	0	0	0	0
ASV_507	9	40	0	55	49	78	0	7	0	0	0	0	0	47	0	0	18	26	0	24	0	0	0	6	0	55	35	10	0	0	0	8	0	0	0	4
ASV_526	16	17	0	50	33	40	0	29	0	0	0	0	0	53	0	0	44	57	0	37	0	0	0	7	0	21	38	5	0	0	0	4	0	0	0	20
ASV_3781	88	5	0	60	82	24	0	5	0	0	0	0	0	1	0	0	17	33	0	2	0	0	0	52	0	26	11	17	0	0	0	11	0	0	0	36
ASV_638	1	27	0	57	146	1	0	33	0	0	0	0	0	74	0	0	13	33	0	22	0	0	0	0	0	21	23	5	0	0	0	6	0	0	0	6
ASV_720	47	4	0	4	2	4	0	56	0	0	0	0	0	11	0	0	6	16	0	3	0	0	0	15	0	21	11	96	0	0	0	52	0	0	0	118
ASV_529	2	0	0	124	18	111	0	2	0	0	0	0	0	2	0	0	1	6	0	0	0	0	0	11	0	21	26	38	0	0	0	100	0	0	0	3
ASV_500	13	68	0	84	29	34	0	5	0	0	0	0	0	9	0	0	25	12	0	25	0	0	0	15	0	42	24	17	0	0	0	11	0	0	0	51
ASV_792	31	17	0	29	6	24	0	158	0	0	0	0	0	7	0	0	7	24	0	17	0	0	0	28	0	19	27	38	0	0	0	11	0	0	0	21
ASV_603	103	14	0	18	2	26	0	35	0	0	0	0	0	21	0	0	13	12	0	3	0	0	0	65	0	35	23	28	0	0	0	13	0	0	0	51
ASV_537	66	2	0	83	23	44	0	6	0	0	0	0	0	8	0	0	4	50	0	6	0	0	0	51	0	55	5	12	0	0	0	34	0	0	0	12
ASV_557	17	13	0	58	7	61	0	32	0	0	0	0	0	40	0	0	31	45	0	53	0	0	0	9	0	34	7	13	0	0	0	8	0	0	0	33
ASV_604	22	18	0	64	15	81	0	11	0	0	0	0	0	14	0	0	12	17	0	15	0	0	0	19	0	28	21	80	0	0	0	40	0	0	0	4
ASV_566	115	13	0	28	7	27	0	5	0	0	0	0	0	9	0	0	3	10	0	3	0	0	0	76	0	70	14	57	0	0	0	18	0	0	0	4
ASV_576	95	13	0	38	15	30	0	36	0	0	0	0	0	22	0	0	8	14	0	1	0	0	0	68	0	54	5	21	0	0	0	5	0	0	0	34
ASV_598	110	2	0	41	9	17	0	15	0	0	0	0	0	13	0	0	8	49	0	10	0	0	0	66	0	38	14	28	0	0	0	25	0	0	0	14
ASV_586	54	6	0	62	18	32	0	9	0	0	0	0	0	31	0	0	18	40	0	14	0	0	0	38	0	57	40	25	0	0	0	8	0	0	0	6
ASV_647	37	7	0	31	5	57	0	3	0	0	0	0	0	12	0	0	13	21	0	5	0	0	0	36	0	25	11	70	0	0	0	112	0	0	0	11
ASV_660	28	24	0	12	0	3	0	73	0	0	0	0	0	89	0	0	10	2	0	2	0	0	0	13	0	38	2	32	0	0	0	5	0	0	0	123
ASV_835	60	15	0	34	15	20	0	36	0	0	0	0	0	33	0	0	11	39	0	7	0	0	0	39	0	37	25	25	0	0	0	6	0	0	0	52
ASV_804	30	7	0	31	14	11	0	29	0	0	0	0	0	4	0	0	3	109	0	6	0	0	0	9	0	17	59	40	0	0	0	8	0	0	0	74
ASV_676	1	25	0	40	28	28	0	33	0	0	0	0	0	119	0	0	30	47	0	45	0	0	0	2	0	16	21	8	0	0	0	5	0	0	0	2
ASV_618	26	5	0	33	22	54	0	28	0	0	0	0	0	30	0	0	9	73	0	13	0	0	0	30	0	67	25	22	0	0	0	2	0	0	0	8
ASV_656	8	6	0	60	43	34	0	7	0	0	0	0	0	39	0	0	32	46	0	21	0	0	0	6	0	78	40	11	0	0	0	14	0	0	0	2
ASV_885	0	13	0	180	120	12	0	6	0	0	0	0	0	2	0	0	16	0	0	8	0	0	0	0	0	6	73	9	0	0	0	1	0	0	0	0
ASV_591	13	19	0	30	2	20	0	78	0	0	0	0	0	122	0	0	29	15	0	21	0	0	0	8	0	29	18	14	0	0	0	16	0	0	0	11
ASV_687	8	2	0	26	51	61	0	4	0	0	0	0	0	28	0	0	29	63	0	29	0	0	0	1	0	38	93	8	0	0	0	2	0	0	0	2
ASV_701	2	20	0	55	57	47	0	8	0	0	0	0	0	9	0	0	40	48	0	31	0	0	0	4	0	24	40	10	0	0	0	43	0	0	0	6
ASV_633	2	15	0	64	64	42	0	3	0	0	0	0	0	33	0	0	34	81	0	30	0	0	0	2	0	24	33	8	0	0	0	3	0	0	0	4
ASV_697	61	5	0	15	9	29	0	48	0	0	0	0	0	11	0	0	5	35	0	1	0	0	0	28	0	42	2	69	0	0	0	25	0	0	0	57
ASV_571	79	1	0	41	5	37	0	14	0	0	0	0	0	18	0	0	16	36	0	4	0	0	0	61	0	20	38	24	0	0	0	40	0	0	0	7
ASV_16739	153	3	0	19	64	8	0	6	0	0	0	0	0	1	0	0	33	17	0	0	0	0	0	47	0	26	6	15	0	0	0	12	0	0	0	30
ASV_23094	14	3	0	92	5	7	0	17	0	0	0	0	0	67	0	0	11	12	0	17	0	0	0	15	0	23	14	53	0	0	0	50	0	0	0	40
ASV_686	89	16	0	20	14	5	0	102	0	0	0	0	0	5	0	0	5	1	0	4	0	0	0	36	0	47	11	14	0	0	0	2	0	0	0	67
ASV_818	0	27	0	28	93	48	0	0	0	0	0	0	0	33	0	0	34	80	0	36	0	0	0	1	0	32	25	0	0	0	0	1	0	0	0	0
ASV_650	0	19	0	21	41	19	0	17	0	0	0	0	0	57	0	0	26	80	0	31	0	0	0	2	0	20	57	17	0	0	0	6	0	0	0	24
ASV_735	37	17	0	27	6	16	0	100	0	0	0	0	0	41	0	0	10	25	0	13	0	0	0	45	0	36	20	13	0	0	0	1	0	0	0	30
ASV_688	39	24	0	31	5	8	0	93	0	0	0	0	0	41	0	0	9	24	0	7	0	0	0	31	0	60	9	14	0	0	0	5	0	0	0	36
ASV_711	33	24	0	37	54	22	0	31	0	0	0	0	0	34	0	0	34	28	0	8	0	0	0	22	0	39	18	8	0	0	0	3	0	0	0	41
ASV_721	2	96	0	19	111	23	0	6	0	0	0	0	0	23	0	0	34	20	0	28	0	0	0	0	0	18	28	6	0	0	0	5	0	0	0	17
